Row,ppt_annual_Total,ppt_Jan_Total,ppt_Feb_Total,ppt_Mar_Total,ppt_Apr_Total,ppt_May_Total,ppt_Jun_Total,ppt_Jul_Total,ppt_Aug_Total,ppt_Sep_Total,ppt_Oct_Total,ppt_Nov_Total,ppt_Dec_Total,tmin_annual_Total,tmin_Jan_Total,tmin_Feb_Total,tmin_Mar_Total,tmin_Apr_Total,tmin_May_Total,tmin_Jun_Total,tmin_Jul_Total,tmin_Aug_Total,tmin_Sep_Total,tmin_Oct_Total,tmin_Nov_Total,tmin_Dec_Total,tmean_annual_Total,tmean_Jan_Total,tmean_Feb_Total,tmean_Mar_Total,tmean_Apr_Total,tmean_May_Total,tmean_Jun_Total,tmean_Jul_Total,tmean_Aug_Total,tmean_Sep_Total,tmean_Oct_Total,tmean_Nov_Total,tmean_Dec_Total,tmax_annual_Total,tmax_Jan_Total,tmax_Feb_Total,tmax_Mar_Total,tmax_Apr_Total,tmax_May_Total,tmax_Jun_Total,tmax_Jul_Total,tmax_Aug_Total,tmax_Sep_Total,tmax_Oct_Total,tmax_Nov_Total,tmax_Dec_Total,tdmean_annual_Total,tdmean_Jan_Total,tdmean_Feb_Total,tdmean_Mar_Total,tdmean_Apr_Total,tdmean_May_Total,tdmean_Jun_Total,tdmean_Jul_Total,tdmean_Aug_Total,tdmean_Sep_Total,tdmean_Oct_Total,tdmean_Nov_Total,tdmean_Dec_Total,vpdmin_annual_Total,vpdmin_Jan_Total,vpdmin_Feb_Total,vpdmin_Mar_Total,vpdmin_Apr_Total,vpdmin_May_Total,vpdmin_Jun_Total,vpdmin_Jul_Total,vpdmin_Aug_Total,vpdmin_Sep_Total,vpdmin_Oct_Total,vpdmin_Nov_Total,vpdmin_Dec_Total,vpdmax_annual_Total,vpdmax_Jan_Total,vpdmax_Feb_Total,vpdmax_Mar_Total,vpdmax_Apr_Total,vpdmax_May_Total,vpdmax_Jun_Total,vpdmax_Jul_Total,vpdmax_Aug_Total,vpdmax_Sep_Total,vpdmax_Oct_Total,vpdmax_Nov_Total,vpdmax_Dec_Total,nopptdays_annual_Total,nopptdays_Jan_Total,nopptdays_Feb_Total,nopptdays_Mar_Total,nopptdays_Apr_Total,nopptdays_May_Total,nopptdays_Jun_Total,nopptdays_Jul_Total,nopptdays_Aug_Total,nopptdays_Sep_Total,nopptdays_Oct_Total,nopptdays_Nov_Total,nopptdays_Dec_Total,GDD_annual_Total,GDD_Jan_Total,GDD_Feb_Total,GDD_Mar_Total,GDD_Apr_Total,GDD_May_Total,GDD_Jun_Total,GDD_Jul_Total,GDD_Aug_Total,GDD_Sep_Total,GDD_Oct_Total,GDD_Nov_Total,GDD_Dec_Total
ppt_annual_Total,1,0.387711535692311,0.457160444312199,0.465510442076818,0.394953012767147,0.537356813361532,0.557358980310611,0.35456211595508,0.395060981201984,0.534219948622033,0.456372749208194,0.412197805602449,0.427084596760767,0.617432492528145,0.239575201869541,0.261090507342272,0.446218432507453,0.482523888598331,0.512366874327002,0.412664535594825,0.482231738672653,0.367549833216371,0.468516453599057,0.585139137004877,0.503396311776554,0.34872727850946,0.220059335693465,-0.0579205320987022,0.0438704833877833,0.192485415082262,0.181528125409806,0.183790249359602,-0.00381968103203378,-0.0117862118195725,-0.0111836331987957,0.152068515025862,0.35534139136613,0.227443097930222,0.0894384157034303,-0.353599108713341,-0.25177075014008,-0.128347518657319,-0.0678148077267313,-0.123499557351814,-0.201578475695319,-0.342397301576021,-0.472739646706452,-0.308170646123084,-0.192194235905945,-0.0728458708069514,-0.0526499278538315,-0.19493702532857,0.781447393712406,0.325575199083315,0.314118890902469,0.514075390440967,0.545548163568391,0.611529426055915,0.704576630204719,0.767256872102218,0.739171593318736,0.723641398388824,0.626464460907416,0.540244126575417,0.410130210615977,-0.401889888600316,-0.108557675181484,-0.0748692014487173,0.0160064322021985,0.0565616017620556,-0.156038887659177,-0.364623335712075,-0.353290285992809,-0.311379824921963,-0.367874699533059,-0.173883698042198,0.0128196723345384,-0.18272342596147,-0.808933175292562,-0.402087118584141,-0.324068117869633,-0.386804060294369,-0.473845935056146,-0.578605476614265,-0.637654923584782,-0.703211786910882,-0.55501585544555,-0.571365258279464,-0.444043312537171,-0.335801594474288,-0.460039290582997,-0.748149350125178,-0.454686630561499,-0.383097896553935,-0.369163205396295,-0.340414825703312,-0.362074867224068,-0.339883289604063,-0.195799485613792,-0.255041516082517,-0.397389288163818,-0.38239812708991,-0.385520492003891,-0.374383566142884,0.209124316503528,-0.0210043177101275,0.0410607340991973,0.146109891581344,0.119756129454982,0.26067030783154,NaN,NaN,NaN,0.178068595599352,0.292884472891413,0.175156511252175,0.0557760309678025
ppt_Jan_Total,0.387711535692311,1,0.228931080961615,0.226490067448332,0.130961119793995,0.345643919266464,0.181168617932156,0.141307446593252,0.074332312690475,0.0998450415950715,0.0194387089397702,0.0578137776274869,0.0411478226114054,0.253629179136731,0.135678976233769,0.149992035523305,0.1849188112533,0.196620111333964,0.232845680034777,0.0966024498365588,0.183060665481454,0.267864594976076,0.186955750704502,0.120108201426756,0.280824773358688,0.0707524949928707,0.0670945046310047,-0.132356298289307,0.0126025381716275,0.00171977008703544,0.0182024747039995,0.0642315808360635,-0.116013304301786,-0.0319092754891966,0.121085782714073,0.076953253364658,0.113452269497705,0.222686514789392,0.0634124454520807,-0.180722818528043,-0.304164061206578,-0.104989230920691,-0.163563153459967,-0.171020404268236,-0.112600890103517,-0.262885176634545,-0.217422394419774,-0.0318002123112303,-0.0230122574540848,0.0767260109338299,0.130207969955352,-0.00271912716529434,0.339861981473328,0.335938191862239,0.218215932881297,0.255689540062713,0.273452377295693,0.313914020584609,0.233747375924407,0.344973262662996,0.374791262508444,0.256715310747901,0.0759275534190711,0.241383827907572,0.0652516756393399,-0.188933448013566,-0.325806160902666,-0.18418874091932,-0.165880110874486,-0.161988035331065,-0.195991166529027,-0.190051726410573,-0.185128839423833,-0.0654608844100124,-0.0566731219568519,0.111890815939187,0.186788057892793,0.0841186320106753,-0.356654424682984,-0.458109608354369,-0.26482221738077,-0.326251941012055,-0.333478434225628,-0.313775998615096,-0.351089786582521,-0.313927502769816,-0.179620214249712,-0.132029031248145,-0.0132507519963274,0.0188708336339406,-0.0283883406245488,-0.330969946498063,-0.7274707485547,-0.202430348147922,-0.204263604451801,-0.16539487041472,-0.22750868512327,-0.0926428289012242,-0.0647255666596016,-0.0171085395502834,-0.0934760060836368,0.00111612892940082,-0.091293086163427,-0.0837932246220951,0.0818051730306815,-0.158746764999339,-0.0327892011562421,-0.000115987811499,-0.0194565983015198,0.0462249055407322,NaN,NaN,NaN,-0.00286955300196182,0.15740682366388,0.187006192175609,0.186443729846794
ppt_Feb_Total,0.457160444312199,0.228931080961615,1,0.282450582661064,0.122128633099062,0.156151898601049,0.283952712293972,0.0834885165515907,0.0728441511159209,0.204310361899916,0.262221119983778,0.229489482172883,0.194438210989137,0.347597235702733,0.137689124839927,0.18960220512283,0.310021926910303,0.189095989296286,0.235656028416531,0.12694694678785,0.305899884276299,0.263525285932361,0.361145720491267,0.360081634321243,0.334969678846381,0.0780889028835127,0.10009634885999,-0.0820253341618662,-0.104116926437121,0.100501171416326,-0.0198877961739282,0.100481284116637,-0.0862008048743177,0.0715259437066777,0.144688821230154,0.284507053500546,0.251406635322471,0.180548146218001,-0.0651123925041849,-0.239713717514688,-0.214691640889253,-0.312588006341109,-0.107310344357029,-0.195602601771621,-0.0515299260212714,-0.235637807538712,-0.15516324166849,0.0302083498460373,0.138822843021335,-0.00889410538122284,0.00673364342184853,-0.207513377277192,0.454747548897462,0.223820859436025,0.412703903976133,0.454431481184924,0.289352118192378,0.300890795351545,0.306261488528667,0.389117707418302,0.30009101808954,0.37543352119599,0.385583714568053,0.324742468460608,0.115179388030068,-0.146120108247685,-0.170091279092582,-0.466366676143116,-0.300895995571842,-0.101332053832303,-0.0613730097005504,-0.175450528903988,-0.0878576759440315,0.0487640666489606,-0.0228004513108085,-0.0882351409229335,0.0558274622181769,-0.13451931983978,-0.379394387821742,-0.305430615644613,-0.575084214402978,-0.386405577112234,-0.39268492098105,-0.206635861900274,-0.349202422072172,-0.28924743303648,-0.0715892916772311,-0.0672678647215157,-0.226566444566927,-0.127037664320993,-0.309081017849248,-0.415603865544099,-0.230250634255312,-0.774063777659666,-0.275196168028559,-0.226183581671655,-0.0651500292313668,-0.130459025677178,0.01168526988176,-0.00874015377049141,-0.16932816470396,-0.201587280715963,-0.191751620910061,-0.280330491305978,-0.0252493907017824,-0.0642344912161997,-0.217107099864767,0.0668400609411036,-0.0922871164324347,0.116342531752948,NaN,NaN,NaN,0.105632877204895,0.257907736508663,0.133429466667656,-0.00136294277712972
ppt_Mar_Total,0.465510442076818,0.226490067448332,0.282450582661064,1,0.181369536385437,0.223795511169065,0.218911031593207,0.0415918130117897,-0.0479498735182882,0.0673832862135513,0.191622023614474,0.246408409246596,0.160503736958299,0.419274854445251,0.326103246913047,0.379487133334235,0.457344178921842,0.260443910728448,0.375063512394201,0.0935413852454419,0.289835019878456,0.309806578585641,0.183036352418924,0.310941228933917,0.383647166816606,0.052811441232053,0.248967805619259,0.107088198158446,0.262922625994258,0.151894821848403,0.0540839978397528,0.202659603973336,-0.0874391922233071,0.0857837318026788,0.231217847717926,0.164326236250863,0.24089122788876,0.274874976341699,-0.0352818548989261,-0.0611020023286328,-0.0672536153244058,0.139285196842506,-0.144806405947399,-0.123920061692245,-0.0362202368766125,-0.203455619713096,-0.138059214712059,0.119790219257527,0.116097577643178,0.0344588707285003,0.102496468908525,-0.139224147905801,0.462668714397891,0.418019300183522,0.413601400679437,0.610374515199551,0.344119269078339,0.454954093802415,0.244845435713616,0.347257762349045,0.270749993442902,0.178793053118581,0.289828528307107,0.38081485519208,0.0758431922544996,-0.0170403947261484,-0.0676451408594563,0.0115967864785854,-0.283442933526749,-0.0717066264227196,-0.12192614759211,-0.152815696240896,-0.042213582159297,0.128514686341816,0.0574038936402953,0.0753456794295692,0.0658165423465179,0.0332317802120452,-0.29687340990938,-0.241373260339219,-0.07297735024596,-0.500442324064301,-0.334148772610024,-0.336388832623883,-0.310460234555992,-0.270192991997062,0.0141454557034955,-0.011716767035016,-0.161763546247674,-0.12842262382921,-0.19849473527834,-0.372741931623698,-0.271085949927668,-0.190589851570476,-0.717337384368548,-0.100164060697306,-0.195120950141654,-0.202684536319593,0.0261830053669068,0.0975748072689327,-0.00343575627130473,-0.173822653409904,-0.195591735695103,-0.185132165855539,0.203635841646623,-0.00598559013665153,0.200551330442831,0.074205224514984,0.0925814154407931,0.234774375758286,NaN,NaN,NaN,0.0237068719226054,0.21830148786375,0.153666224850207,0.110375682756868
ppt_Apr_Total,0.394953012767147,0.130961119793995,0.122128633099062,0.181369536385437,1,0.0892839123747215,0.0490648741605028,-0.0603825809143746,-0.0157894469208006,0.218547293348414,0.217424894365235,0.138523723592833,0.294776862811571,0.365674526150962,0.0374280992077701,0.251439073123509,0.253293780517277,0.277332886943756,0.173823382776398,0.322454793619489,0.275651278492406,0.213123496416502,0.23553629482402,0.285803117977614,0.368622755787007,0.317199484037397,0.179599037993087,-0.149148219420387,0.139747674881514,0.117909203918039,-0.00194372550787145,-0.0157165381779752,0.156277314390664,0.148221869468526,0.164445045164985,0.0713658028545192,0.116954002914012,0.264652809756334,0.223543235863544,-0.108835863976538,-0.258980824716557,0.0413516777723033,-0.0182077277793802,-0.260105536065488,-0.205212295726434,-0.0063142820164694,-0.0358378377818504,0.0925379161533293,-0.0904020474635595,-0.129630979132892,0.0999812931705018,0.0554222878601703,0.425002989081353,0.0942888582383535,0.244632014479263,0.240315007081407,0.416433134551824,0.273153592784485,0.408774015089666,0.293373271556024,0.286137392425958,0.321084061335941,0.335976725281393,0.378140358114638,0.331936539899297,-0.107477123682274,-0.0691478120430454,0.0996926651178002,0.0648478570800297,-0.196451606417246,-0.184913573837264,-0.0792468011421389,0.0131131602147573,0.0181733116193211,-0.110035685047058,-0.19136090289592,0.0749138378872391,-0.018333404736934,-0.322683845280696,-0.306995630273747,-0.0805582994189684,-0.135087599887861,-0.504634626251192,-0.359796637909483,-0.191560189264283,-0.172066575398922,-0.0357450386952233,-0.219340332483646,-0.339479394588677,-0.0949211752333479,-0.161776197176723,-0.304213550962705,-0.143285277629296,-0.0328328424342705,-0.14216943322097,-0.664804860173664,-0.0855708576278363,-0.00793476144182841,0.0983914017410804,0.0896906696984944,-0.22595845821748,-0.255018489532491,-0.112038367864862,-0.214996761998739,0.160918607183508,-0.0641869178551512,0.0590346141617292,0.0481257132501006,0.0782845093396764,0.0838830397740848,NaN,NaN,NaN,-0.0218487308438422,0.253789776911182,0.239822672835747,0.112419788367539
ppt_May_Total,0.537356813361532,0.345643919266464,0.156151898601049,0.223795511169065,0.0892839123747215,1,0.223756769974797,0.0930450872650104,0.189942703895555,0.246763591302824,-0.0173591436251997,0.110500778163356,0.142851682920577,0.267345479623481,0.0364816491302739,0.041473645889458,0.200217992948323,0.246325936347706,0.214972109538835,0.207292452731033,0.361126433570926,0.296644604150816,0.187074871106502,0.158362033705555,0.188875689030647,0.136428099641036,0.0390224455388692,-0.10739384609221,-0.0706330651186763,0.0356644908858922,0.102635455687383,-0.113124593339365,-0.0710734183640313,0.0989575854813821,0.0716781466582517,0.0154718758569635,0.110695226816854,0.127923292544963,0.00108944642457479,-0.235669151044742,-0.180609413313805,-0.139787609401173,-0.12953864072901,-0.0446466157227041,-0.433098485955731,-0.280786092831906,-0.16759892793844,-0.111718833819981,-0.157913770887593,0.0389007444536666,0.0633342685764272,-0.120272017273783,0.376311926640997,0.140619396834844,0.0649129741153223,0.283472220143951,0.265455052090727,0.392452556540577,0.428961711090706,0.461227649308103,0.507538797391998,0.363760989897486,0.117133527105936,0.220752217603756,0.136218113100684,-0.19468026629503,-0.0857195427604551,-0.00794537651091365,-0.0821564184499219,0.0677197100750453,-0.3649040260516,-0.272926554098749,-0.0842172124580812,-0.129733602035593,-0.252216508648647,0.16610207025993,0.134887990698799,0.0530092195953752,-0.450269590668,-0.222129518186708,-0.172375764829943,-0.298640636148048,-0.226557382023986,-0.666534583233987,-0.454278376428899,-0.313853994385095,-0.273796031248333,-0.341927198849382,-0.0543699275237379,-0.0417450650552733,-0.17540491244463,-0.39589573643374,-0.307722036925663,-0.167575033264987,-0.239897980358897,-0.0659758563117336,-0.702318406151117,-0.138096625251949,-0.0180841155031542,-0.0991415816696317,-0.180582894664466,0.033724095414623,-0.124384608610303,-0.173631802998032,0.0646990559432518,-0.173560193635977,0.0274195763646038,0.0481489188023246,0.0196413987468162,0.174824127175694,NaN,NaN,NaN,0.0451165191758281,0.0860036723895727,0.102657380034583,0.0510819286065713
ppt_Jun_Total,0.557358980310611,0.181168617932156,0.283952712293972,0.218911031593207,0.0490648741605028,0.223756769974797,1,0.0658701170174319,0.213657647030041,0.243038974010081,0.188884726869259,0.103518382930289,0.216909157013178,0.268233723607052,0.147224833340625,0.108910718812197,0.197755375119162,0.258431961862834,0.218706116138445,0.0770297728029136,0.166072227287196,0.209291902455139,0.205779316466263,0.357010978181389,0.221948431612227,0.069524163246511,0.0255425307982359,0.00392070948858113,-0.0225443173220177,0.0826029572885681,0.115541560333443,0.0560066183228361,-0.285330755809675,-0.123112899061267,-0.0209060365193277,0.0173813819268545,0.313374218911493,0.0944629572926686,-0.100292981217774,-0.282177743755153,-0.0928225139687498,-0.125992186283112,-0.0339587861367952,-0.0365604298375982,-0.126780035020088,-0.522145587540588,-0.368568967376562,-0.197618639620202,-0.158949072948736,0.115845818544217,-0.029736818167466,-0.250253284114856,0.379532803554295,0.154936842938874,0.165302606426931,0.229290893739848,0.279732439741317,0.245732687372719,0.389767781969054,0.395080106299106,0.418926503430351,0.366957677638558,0.359115306947729,0.220175684049567,0.121153035649893,-0.270602693049562,-0.030618541461066,-0.141026789579186,0.0167972259956367,0.0543404099715277,0.00333230653548098,-0.463034885909286,-0.259920555125658,-0.169075475908231,-0.224973456460404,-0.0113442144294395,0.0902229094148734,-0.117268234697288,-0.502686500919121,-0.175132194640981,-0.224994729694973,-0.187188957433379,-0.224963816775069,-0.283610817377801,-0.64743084185954,-0.470236799770285,-0.338607397843413,-0.348296006780513,-0.133436419414383,-0.140937697298922,-0.357320460586381,-0.429798076894517,-0.243955134299703,-0.321891033718933,-0.153027846203765,-0.118505542709466,-0.158487953701029,-0.638997717274291,0.00732849091634063,-0.121206352168786,-0.199794582030358,-0.140921002625287,-0.107111470556131,-0.242587735151152,0.0679557627068524,0.00557100898486665,-0.0115480697997795,0.0739327074628664,0.0638063547461533,0.170046816038034,NaN,NaN,NaN,0.131875910599648,0.197434243047054,0.0414916281543513,-0.0901010269684925
ppt_Jul_Total,0.35456211595508,0.141307446593252,0.0834885165515907,0.0415918130117897,-0.0603825809143746,0.0930450872650104,0.0658701170174319,1,0.0950627385706211,0.136883519383664,0.05072879852108,0.23712086967272,-0.0838852601309946,0.080132962659586,0.0534693445721129,-0.0521139485436787,0.0613779629120281,0.033064126372732,0.156142687811704,0.0459990940186944,-0.0202969667989834,-0.125993086686007,0.158676298071082,0.129874003079973,0.0965571086462166,0.0305296697310828,-0.0234098289793364,-0.0183367259050022,-0.095708650649604,0.0474208421217349,0.00592238366850689,0.0919516342629795,-0.00629111233130272,-0.357532161595911,-0.303152980411461,0.0965328448000346,0.0730754754790955,0.0119206369791186,-0.0122612077203213,-0.153983984599488,-0.0665215719106903,-0.116872243633835,0.0176209677077853,-0.0127461749700632,-0.00265179322239015,-0.0362529338205991,-0.5283676010673,-0.39382433238657,0.0010307381935807,-0.011555905739299,-0.0665208505483679,-0.0132919189663722,0.1760241391279,0.12198587381751,-0.0287043579822605,0.0772891551470987,0.0581739941623058,0.155928241345717,0.0830471383570889,0.326773163440225,0.163838107274651,0.259363275742613,0.138168958554889,0.119277936938054,0.080701527087957,-0.353117162281117,-0.166842366780882,-0.125428826503548,-0.00706180417764789,-0.0176819597318495,-0.0462439840296731,-0.0489260478343745,-0.487796878999038,-0.364075422086528,-0.161517967758608,-0.126134147818457,-0.151475276073107,-0.180359026257138,-0.310131233397033,-0.129816613842949,-0.135015496258476,-0.0613465573845535,-0.027407640094042,-0.0781381440695422,-0.0575919826452339,-0.527736055720243,-0.437011587751623,-0.171557293165994,-0.0777427639524285,-0.131801107753941,-0.0194680424322467,-0.2409981382026,-0.173656926413933,-0.0275510069899516,-0.0617274631714622,0.0416894665846785,-0.0496854007269434,-0.01354412875445,-0.689025275357888,-0.0816876993749957,-0.0751723340168687,-0.0926939978574649,-0.220470306121762,0.102129370808988,0.0202149132489207,-0.00564224382721651,-0.106799323467234,0.0761268062947664,0.0252019715765667,-0.0726824655916141,NaN,NaN,NaN,0.0907376227957117,0.0635119682939171,0.0368314986970018,-0.0290724969039267
ppt_Aug_Total,0.395060981201984,0.074332312690475,0.0728441511159209,-0.0479498735182882,-0.0157894469208006,0.189942703895555,0.213657647030041,0.0950627385706211,1,0.232559089199461,0.0848563720505302,-0.0316035635798582,0.118180353589601,0.106066857168551,0.0295101943152706,-0.0942487253934287,0.086597904704344,0.214320487345478,0.124376176105221,0.147921567379597,0.124781032485021,-0.0310876253848046,0.0661236107321597,0.0580271699009881,0.0510104771467003,0.108468239463526,-0.0123445071018254,0.00656464700147185,-0.131760266416948,0.108073747109081,0.20913194228181,0.0458477598704155,0.0322564699502184,-0.0150181205964899,-0.321844781684794,-0.168656110724003,-0.0047953758033652,-0.0191010218095057,-0.00965716156730014,-0.162780130813291,0.00264908373107469,-0.144437442355654,0.0946416617285525,0.145122877711368,-0.034185587258084,-0.0739904820053967,-0.146081127961777,-0.491333744571203,-0.361397805702967,-0.0747620389035158,-0.0713181536041098,-0.104019764300733,0.164752694235782,-5.36630566387e-05,-0.112185867464488,0.0591108347449519,0.166533447244011,0.117911747004927,0.23440990162192,0.196391165157135,0.325936703448176,0.300833685361106,0.0902844626320966,0.0498564710939948,0.119302235407865,-0.255952978049411,0.059180493150146,-0.0536203449087003,0.173796507286402,0.18744389204103,0.0167053978724346,-0.158908348889537,-0.110475501108762,-0.42082696210637,-0.385953000993204,-0.0741416630174738,0.0571779278640848,-0.0390762159486534,-0.31501141122181,0.0094521505418103,-0.115141030585226,0.0623818928549068,0.0413423974088084,-0.0739473873494548,-0.153399075253613,-0.191190023951165,-0.554538280636242,-0.503924882973987,-0.0945281290092677,-0.0788405209808694,-0.138510454585615,-0.220251559487808,-0.0893661972048355,-0.161108868422522,0.140785049868122,-0.00753974362199096,-0.104845198934533,-0.129542840565853,-0.0177674826146942,-0.653968880963555,-0.195547267786476,-0.0124906560666261,-0.0373343451041886,-0.0714527260076565,0.0665546588683168,0.12417559019131,-0.125868076921906,0.128271797846546,0.0243275104399358,0.0896340660788674,NaN,NaN,NaN,0.155033093481751,-0.0612730886186567,-0.00417203050410954,-0.0052226562737297
ppt_Sep_Total,0.534219948622033,0.0998450415950715,0.204310361899916,0.0673832862135513,0.218547293348414,0.246763591302824,0.243038974010081,0.136883519383664,0.232559089199461,1,0.148858553495806,0.148876228040085,0.102475589465523,0.280514228471815,0.0513198858515756,-0.0138545185700454,0.160532159409776,0.336366651886003,0.300768128095314,0.233757997099188,0.325548554642281,0.159730361058765,0.220686196881707,0.284369445872787,0.201498354378149,0.166388944677887,0.0465696113392578,-0.0752463835909536,-0.132142388989076,0.0458796709568313,0.226956206657316,0.163848067905687,0.0245312272620625,0.0490065702061022,-0.0831309900346265,-0.0958409117732001,0.107045573661965,0.0463620747431067,0.0656765921304635,-0.244093398776639,-0.147994823598657,-0.206682674511677,-0.0465417809065561,0.0902436038601716,-0.0212659177173308,-0.159229826235824,-0.228245865599499,-0.25408556635685,-0.385821943983034,-0.148122660599482,-0.0689120241389409,-0.0613834300536291,0.381090166557904,0.0649973784923752,0.0213058426547171,0.166823947274799,0.322915207897719,0.299555057423708,0.383097120999263,0.441588486255585,0.439299359381536,0.497806515818286,0.338861844778696,0.231899991646204,0.165594256728824,-0.246114492766058,-4.77904015042956e-05,-0.0818083732847175,0.137601151527056,0.184123199322646,0.0588907612214113,-0.180364173265548,-0.15651756991181,-0.266682401391163,-0.44965390314931,-0.204330512837359,0.0104170206865298,-0.0341511660219138,-0.472470461510611,-0.196108376915906,-0.271259522605619,-0.135033455531419,-0.119359890422228,-0.212225817815532,-0.318234622503052,-0.359404161670162,-0.386088993505036,-0.611588336406944,-0.328968950709851,-0.194659631531357,-0.181543073479863,-0.363883223001059,-0.212034205495817,-0.234061494382533,-0.0471616768131972,-0.154158499239475,-0.160288286390153,-0.161367695319363,-0.0831209157753664,-0.186525632889059,-0.648022224008884,-0.082904670922426,-0.131842110481406,-0.084624752307561,0.0603252901996455,-0.0420824867974289,-0.100553537636855,0.0537039078457277,0.136660130809966,0.177316369065669,NaN,NaN,NaN,0.0987036041629551,0.144214291115632,0.0748881781581167,-0.00239950675644184
